data_date,timestamp,time_window_end,window_minute,area,area_type,ensemble_pred,wait_time_min,congestion_grade,operation_basis,operation_interval_min,im_gate,raw_required_security_lanes,recommended_security_lanes,operation_level,recommendation
2025-09-13,2025-09-13 04:20:00,2025-09-13 04:30:00,260,IM2,security,12.0,2.9,1,실측 10분 85% 분위값,10,IM2,2,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:30:00,2025-09-13 04:40:00,270,IM1,security,27.15,4.26,2,실측 10분 85% 분위값,10,IM1,5,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:30:00,2025-09-13 04:40:00,270,IM2,security,17.0,3.32,1,실측 10분 85% 분위값,10,IM2,3,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:40:00,2025-09-13 04:50:00,280,IM1,security,39.15,5.57,2,실측 10분 85% 분위값,10,IM1,7,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:40:00,2025-09-13 04:50:00,280,IM2,security,17.0,3.32,1,실측 10분 85% 분위값,10,IM2,3,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:50:00,2025-09-13 05:00:00,290,IM1,security,50.15,6.96,3,실측 10분 85% 분위값,10,IM1,9,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 04:50:00,2025-09-13 05:00:00,290,IM2,security,16.15,3.24,1,실측 10분 85% 분위값,10,IM2,3,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:00:00,2025-09-13 05:10:00,300,IM1,security,62.449999999999996,8.8,3,실측 10분 85% 분위값,10,IM1,11,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:00:00,2025-09-13 05:10:00,300,IM2,security,17.15,3.33,1,실측 10분 85% 분위값,10,IM2,3,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:10:00,2025-09-13 05:20:00,310,IM1,security,73.15,10.67,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 05:10:00,2025-09-13 05:20:00,310,IM2,security,25.0,4.05,1,실측 10분 85% 분위값,10,IM2,5,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:20:00,2025-09-13 05:30:00,320,IM1,security,132.15,27.77,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 05:20:00,2025-09-13 05:30:00,320,IM2,security,27.15,4.26,2,실측 10분 85% 분위값,10,IM2,5,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:30:00,2025-09-13 05:40:00,330,IM1,security,149.15,35.87,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 05:30:00,2025-09-13 05:40:00,330,IM2,security,33.15,4.89,2,실측 10분 85% 분위값,10,IM2,6,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:40:00,2025-09-13 05:50:00,340,IM1,security,167.0,46.68,8,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 05:40:00,2025-09-13 05:50:00,340,IM2,security,67.3,9.61,3,실측 10분 85% 분위값,10,IM2,12,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 05:50:00,2025-09-13 06:00:00,350,IM1,security,154.15,38.64,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 05:50:00,2025-09-13 06:00:00,350,IM2,security,127.3,25.78,5,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:00:00,2025-09-13 06:10:00,360,IM1,security,160.15,42.22,8,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:00:00,2025-09-13 06:10:00,360,IM2,security,144.45,33.44,6,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:10:00,2025-09-13 06:20:00,370,IM1,security,146.15,34.3,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:10:00,2025-09-13 06:20:00,370,IM2,security,124.15,24.56,5,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:20:00,2025-09-13 06:30:00,380,IM1,security,143.3,32.87,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:20:00,2025-09-13 06:30:00,380,IM2,security,138.15,30.41,6,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:30:00,2025-09-13 06:40:00,390,IM1,security,147.0,34.74,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:30:00,2025-09-13 06:40:00,390,IM2,security,167.45,46.99,7,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:40:00,2025-09-13 06:50:00,400,IM1,security,166.15,46.11,8,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:40:00,2025-09-13 06:50:00,400,IM2,security,168.15,47.48,7,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:50:00,2025-09-13 07:00:00,410,IM1,security,155.6,39.48,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 06:50:00,2025-09-13 07:00:00,410,IM2,security,153.45,38.24,6,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:00:00,2025-09-13 07:10:00,420,IM1,security,137.15,29.96,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:00:00,2025-09-13 07:10:00,420,IM2,security,115.6,21.51,5,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:10:00,2025-09-13 07:20:00,430,IM1,security,143.0,32.72,7,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:10:00,2025-09-13 07:20:00,430,IM2,security,102.15,17.37,4,실측 10분 85% 분위값,10,IM2,17,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:20:00,2025-09-13 07:30:00,440,IM1,security,123.15,24.19,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:20:00,2025-09-13 07:30:00,440,IM2,security,91.3,14.55,4,실측 10분 85% 분위값,10,IM2,16,17,3단계 최대 운영(17대),IM2 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:30:00,2025-09-13 07:40:00,450,IM1,security,121.0,23.4,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:30:00,2025-09-13 07:40:00,450,IM2,security,83.0,12.65,4,실측 10분 85% 분위값,10,IM2,14,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 07:40:00,2025-09-13 07:50:00,460,IM1,security,123.3,24.24,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:40:00,2025-09-13 07:50:00,460,IM2,security,81.0,12.23,4,실측 10분 85% 분위값,10,IM2,14,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 07:50:00,2025-09-13 08:00:00,470,IM1,security,120.15,23.09,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 07:50:00,2025-09-13 08:00:00,470,IM2,security,71.15,10.3,3,실측 10분 85% 분위값,10,IM2,12,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:00:00,2025-09-13 08:10:00,480,IM1,security,127.15,25.72,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:00:00,2025-09-13 08:10:00,480,IM2,security,68.0,9.74,3,실측 10분 85% 분위값,10,IM2,12,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:10:00,2025-09-13 08:20:00,490,IM1,security,125.15,24.95,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:10:00,2025-09-13 08:20:00,490,IM2,security,70.15,10.12,3,실측 10분 85% 분위값,10,IM2,12,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:20:00,2025-09-13 08:30:00,500,IM1,security,111.0,20.0,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:20:00,2025-09-13 08:30:00,500,IM2,security,65.15,9.25,3,실측 10분 85% 분위값,10,IM2,11,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:30:00,2025-09-13 08:40:00,510,IM1,security,116.3,21.74,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:30:00,2025-09-13 08:40:00,510,IM2,security,55.15,7.67,3,실측 10분 85% 분위값,10,IM2,10,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:40:00,2025-09-13 08:50:00,520,IM1,security,123.0,24.13,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:40:00,2025-09-13 08:50:00,520,IM2,security,49.0,6.81,2,실측 10분 85% 분위값,10,IM2,9,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 08:50:00,2025-09-13 09:00:00,530,IM1,security,127.15,25.72,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 08:50:00,2025-09-13 09:00:00,530,IM2,security,39.0,5.55,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:00:00,2025-09-13 09:10:00,540,IM1,security,126.15,25.33,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 09:00:00,2025-09-13 09:10:00,540,IM2,security,46.15,6.43,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:10:00,2025-09-13 09:20:00,550,IM1,security,93.15,15.0,5,실측 10분 85% 분위값,10,IM1,16,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 09:10:00,2025-09-13 09:20:00,550,IM2,security,47.0,6.54,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:20:00,2025-09-13 09:30:00,560,IM1,security,83.3,12.72,4,실측 10분 85% 분위값,10,IM1,14,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 09:20:00,2025-09-13 09:30:00,560,IM2,security,42.0,5.91,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:30:00,2025-09-13 09:40:00,570,IM1,security,73.15,10.67,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 09:30:00,2025-09-13 09:40:00,570,IM2,security,43.3,6.07,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:40:00,2025-09-13 09:50:00,580,IM1,security,59.3,8.3,3,실측 10분 85% 분위값,10,IM1,10,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:40:00,2025-09-13 09:50:00,580,IM2,security,50.15,6.96,2,실측 10분 85% 분위값,10,IM2,9,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:50:00,2025-09-13 10:00:00,590,IM1,security,59.0,8.25,3,실측 10분 85% 분위값,10,IM1,10,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 09:50:00,2025-09-13 10:00:00,590,IM2,security,40.15,5.68,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:00:00,2025-09-13 10:10:00,600,IM1,security,72.15,10.48,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 10:00:00,2025-09-13 10:10:00,600,IM2,security,34.15,5.0,2,실측 10분 85% 분위값,10,IM2,6,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:10:00,2025-09-13 10:20:00,610,IM1,security,76.15,11.25,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 10:10:00,2025-09-13 10:20:00,610,IM2,security,44.0,6.16,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:20:00,2025-09-13 10:30:00,620,IM1,security,69.3,9.97,4,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:20:00,2025-09-13 10:30:00,620,IM2,security,44.0,6.16,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:30:00,2025-09-13 10:40:00,630,IM1,security,67.15,9.59,3,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:30:00,2025-09-13 10:40:00,630,IM2,security,47.0,6.54,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:40:00,2025-09-13 10:50:00,640,IM1,security,70.3,10.15,4,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:40:00,2025-09-13 10:50:00,640,IM2,security,45.0,6.28,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 10:50:00,2025-09-13 11:00:00,650,IM1,security,76.0,11.22,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 10:50:00,2025-09-13 11:00:00,650,IM2,security,38.0,5.43,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:00:00,2025-09-13 11:10:00,660,IM1,security,82.15,12.47,4,실측 10분 85% 분위값,10,IM1,14,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 11:00:00,2025-09-13 11:10:00,660,IM2,security,37.0,5.32,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:10:00,2025-09-13 11:20:00,670,IM1,security,77.15,11.44,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 11:10:00,2025-09-13 11:20:00,670,IM2,security,46.15,6.43,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:20:00,2025-09-13 11:30:00,680,IM1,security,71.3,10.33,4,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:20:00,2025-09-13 11:30:00,680,IM2,security,42.15,5.93,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:30:00,2025-09-13 11:40:00,690,IM1,security,72.0,10.46,4,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:30:00,2025-09-13 11:40:00,690,IM2,security,33.15,4.89,2,실측 10분 85% 분위값,10,IM2,6,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:40:00,2025-09-13 11:50:00,700,IM1,security,63.599999999999994,8.99,3,실측 10분 85% 분위값,10,IM1,11,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:40:00,2025-09-13 11:50:00,700,IM2,security,30.0,4.55,2,실측 10분 85% 분위값,10,IM2,5,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:50:00,2025-09-13 12:00:00,710,IM1,security,57.15,7.97,3,실측 10분 85% 분위값,10,IM1,10,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 11:50:00,2025-09-13 12:00:00,710,IM2,security,34.15,5.0,2,실측 10분 85% 분위값,10,IM2,6,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:00:00,2025-09-13 12:10:00,720,IM1,security,59.15,8.28,3,실측 10분 85% 분위값,10,IM1,10,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:00:00,2025-09-13 12:10:00,720,IM2,security,38.15,5.45,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:10:00,2025-09-13 12:20:00,730,IM1,security,69.3,9.97,4,실측 10분 85% 분위값,10,IM1,12,12,1단계 기본 운영(12대),IM1 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:10:00,2025-09-13 12:20:00,730,IM2,security,42.0,5.91,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:20:00,2025-09-13 12:30:00,740,IM1,security,75.0,11.02,4,실측 10분 85% 분위값,10,IM1,13,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 12:20:00,2025-09-13 12:30:00,740,IM2,security,45.3,6.32,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:30:00,2025-09-13 12:40:00,750,IM1,security,100.15,16.82,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 12:30:00,2025-09-13 12:40:00,750,IM2,security,40.0,5.67,2,실측 10분 85% 분위값,10,IM2,7,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:40:00,2025-09-13 12:50:00,760,IM1,security,107.15,18.82,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 12:40:00,2025-09-13 12:50:00,760,IM2,security,45.3,6.32,2,실측 10분 85% 분위값,10,IM2,8,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 12:50:00,2025-09-13 13:00:00,770,IM1,security,118.15,22.38,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 12:50:00,2025-09-13 13:00:00,770,IM2,security,56.15,7.82,3,실측 10분 85% 분위값,10,IM2,10,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:00:00,2025-09-13 13:10:00,780,IM1,security,116.0,21.64,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:00:00,2025-09-13 13:10:00,780,IM2,security,48.15,6.69,2,실측 10분 85% 분위값,10,IM2,9,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:10:00,2025-09-13 13:20:00,790,IM1,security,110.0,19.69,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:10:00,2025-09-13 13:20:00,790,IM2,security,57.0,7.95,3,실측 10분 85% 분위값,10,IM2,10,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:20:00,2025-09-13 13:30:00,800,IM1,security,121.3,23.5,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:20:00,2025-09-13 13:30:00,800,IM2,security,55.15,7.67,3,실측 10분 85% 분위값,10,IM2,10,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:30:00,2025-09-13 13:40:00,810,IM1,security,110.3,19.78,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:30:00,2025-09-13 13:40:00,810,IM2,security,55.0,7.65,3,실측 10분 85% 분위값,10,IM2,10,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:40:00,2025-09-13 13:50:00,820,IM1,security,129.3,26.59,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:40:00,2025-09-13 13:50:00,820,IM2,security,69.0,9.91,3,실측 10분 85% 분위값,10,IM2,12,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 13:50:00,2025-09-13 14:00:00,830,IM1,security,111.44999999999999,20.15,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 13:50:00,2025-09-13 14:00:00,830,IM2,security,61.15,8.59,3,실측 10분 85% 분위값,10,IM2,11,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 14:00:00,2025-09-13 14:10:00,840,IM1,security,108.15,19.12,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:00:00,2025-09-13 14:10:00,840,IM2,security,73.0,10.64,3,실측 10분 85% 분위값,10,IM2,13,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 14:10:00,2025-09-13 14:20:00,850,IM1,security,103.6,17.78,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:10:00,2025-09-13 14:20:00,850,IM2,security,74.15,10.86,3,실측 10분 85% 분위값,10,IM2,13,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 14:20:00,2025-09-13 14:30:00,860,IM1,security,113.15,20.69,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:20:00,2025-09-13 14:30:00,860,IM2,security,80.15,12.05,4,실측 10분 85% 분위값,10,IM2,14,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 14:30:00,2025-09-13 14:40:00,870,IM1,security,113.15,20.69,6,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:30:00,2025-09-13 14:40:00,870,IM2,security,65.44999999999999,9.3,3,실측 10분 85% 분위값,10,IM2,11,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 14:40:00,2025-09-13 14:50:00,880,IM1,security,104.3,17.98,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:40:00,2025-09-13 14:50:00,880,IM2,security,73.3,10.7,3,실측 10분 85% 분위값,10,IM2,13,15,2단계 확대 운영(15대),IM2 보안검색대 15대 개방 권장
2025-09-13,2025-09-13 14:50:00,2025-09-13 15:00:00,890,IM1,security,98.15,16.28,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 14:50:00,2025-09-13 15:00:00,890,IM2,security,65.3,9.27,3,실측 10분 85% 분위값,10,IM2,11,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 15:00:00,2025-09-13 15:10:00,900,IM1,security,104.15,17.94,5,실측 10분 85% 분위값,10,IM1,17,17,3단계 최대 운영(17대),IM1 보안검색대 17대 개방 권장
2025-09-13,2025-09-13 15:00:00,2025-09-13 15:10:00,900,IM2,security,62.0,8.73,3,실측 10분 85% 분위값,10,IM2,11,12,1단계 기본 운영(12대),IM2 보안검색대 12대 개방 권장
2025-09-13,2025-09-13 15:10:00,2025-09-13 15:20:00,910,IM1,security,86.75,13.48,4,실측 10분 85% 분위값,10,IM1,15,15,2단계 확대 운영(15대),IM1 보안검색대 15대 개방 권장
